"year","trial_group","trial_block","trial","variety","variety_tag","identifier","replicate","sample","is_check","partner_id","partner_location_id","date_planting","date_harvest","date_vinekill","breeder_merit_score","field_merit","field_comments","yield_total","specific_gravity","vine_maturity","tuber_flesh_color","tuber_shape","tuber_appearance","tuber_defects","tuber_flesh_oxidation","tuber_heat_sprouts","yield_no1","yield_total_cwt","yield_no1_percent","size_a","oversize","pickouts","hollow_heart","vascular_discoloration","size_b","heat_necrosis","brown_center","black_spot_bruise","plant_vigor","black_spot_bruise_per_tuber","disease_reaction"
"Trial Information","Trial Information","Trial Information","Trial Information","Trial Information","Trial Information","Trial Information","Trial Information","Trial Information","Trial Information","General","General","General","General","General","General","General","General","Growth Descriptors","Growth Descriptors","Growth Descriptors","Tuber Phenotypes","Tuber Phenotypes","Tuber Phenotypes","Tuber Phenotypes","Tuber Phenotypes","Tuber Phenotypes","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data"
"Year","Trial Group","Trial Block","Trial","Variety","Variety Tag","ID","REP","SPL","Check","Partner","Partner Location","Planting Date","Harvest Date","VineKill Date","Merit","Field Merit","Field Comments","Total Weight","Specific Gravity","Vine Maturity","Tuber Flesh&nbsp;Color","Tuber Shape","Tuber Appearance","Tuber Defects","Tuber Flesh&nbsp;Oxidation","Tuber Heat&nbsp;Sprouts","Yield No1","Yield Total","Yield No1 Percent","Size A","Oversize","Pickouts","Hollow Heart","Vascular Discoloration","Size B","Heat Necrosis","Brown Center","Black&nbsp;Spot Bruise","Plant Vigor","Black&nbsp;Spot Bruise Tuber","Disease Reaction"
"","","","","","","","","","","","","","","","1-4","1-4","","kg","1.###","1-9","1-12","1-5","1-9","","","","cwt/A","cwt/A","","","","","","","","","","","","",""
"","","","","","","","","","","",""," YYYY-MM-DD "," YYYY-MM-DD "," YYYY-MM-DD ","","","","3 digits and a tenth","SG=(air)/(air-water)","","","","","","","","US#1","","","1 7/8"" - 3.25""","> 3.25""","Pickouts / Culls","","","< 1 7/8""","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","AC11453-7W","","1","1","1","","","","2019-02-04","2019-06-12","","4","","Small","10.2","1.092","","","2","4","","","","","344","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","AC11494-6W","","2","1","1","","","","2019-02-04","2019-06-12","","2","","","14.2","1.087","","","2","5","","","","","480","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","CO12235-3W","","3","1","1","","","","2019-02-04","2019-06-12","","2","","","19","1.08","","","2","6","","","","","643","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","CO12293-1W","","4","1","1","","","","2019-02-04","2019-06-12","","4","","","9.6","1.085","","","2","4","bruise","","","","323","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","CO12428-2W","","5","1","1","","","","2019-02-04","2019-06-12","","3","","","13.7","1.086","","","3","5","","","","","462","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","NYQ23-4","","6","1","1","","","","2019-02-04","2019-06-12","","2","","","18.2","1.088","","","2","6","","","","","616","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","NYQ29-1","","7","1","1","","","","2019-02-04","2019-06-12","","3","","","14.6","1.094","","","3","4","","","","","494","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","NYQ29-2","","8","1","1","","","","2019-02-04","2019-06-12","","4","","Small","7.3","1.098","","","2","4","","","","","247","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","NYQ36-6","","9","1","1","","","","2019-02-04","2019-06-12","","4","","Small","9.1","1.092","","","2","3","","","","","309","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","NYQ37-1","","10","1","1","","","","2019-02-04","2019-06-12","","3","","Small","16.8","1.091","","","2","3","","","","","570","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","NYQ38-4","","11","1","1","","","","2019-02-04","2019-06-12","","2","","Small","14.1","1.089","","","2","6","bruise","","","","477","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","NYQ106-13","","12","1","1","","","","2019-02-04","2019-06-12","","2","","","13.2","1.09","","","2","5","","","","","448","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSAA036-03","","13","1","1","","","","2019-02-04","2019-06-12","","3","","","13.2","1.093","","","3","5","","","","","446","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSAA072-04","","14","1","1","","","","2019-02-04","2019-06-12","","2","","Small","18.2","1.087","","","2","6","","","","","615","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSAA091-01","","15","1","1","","","","2019-02-04","2019-06-12","","2","","","15.5","1.09","","","2","6","","","","","524","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSAA100-01","","16","1","1","","","","2019-02-04","2019-06-12","","2","","","16","1.096","","","2","7","","","","","540","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSAA217-3","","17","1","1","","","","2019-02-04","2019-06-12","","3","","Small","10.5","1.087","","","2","6","","","","","355","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSAA240-06","","18","1","1","","","","2019-02-04","2019-06-12","","3","","","12.8","1.084","","","2","5","stem end","","","","431","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSAA275-3","","19","1","1","","","","2019-02-04","2019-06-12","","2","","","11.4","1.09","","","2","6","","","","","385","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSAA290-02","","20","1","1","","","","2019-02-04","2019-06-12","","2","","Flat","13.2","1.089","","","2","5","brown center","","","","447","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSAA309-15","","21","1","1","","","","2019-02-04","2019-06-12","","4","","Pear","13.2","1.088","","","3","3","","","","","448","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSAA311-1","","22","1","1","","","","2019-02-04","2019-06-12","","4","","","7.7","1.081","","","3","6","GC","","","","261","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSAA313-01","","23","1","1","","","","2019-02-04","2019-06-12","","2","","","14.6","1.086","","","2","6","","","","","494","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSAA328-4","","24","1","1","","","","2019-02-04","2019-06-12","","3","","","15.5","1.079","","","2","6","cream flesh","","","","523","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSAA342-11Y","","25","1","1","","","","2019-02-04","2019-06-12","","2","","Small","14.6","1.095","","","2","5","yellow flesh","","","","494","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSAA373-3","","26","1","1","","","","2019-02-04","2019-06-12","","3","","","16","1.089","","","2","3","","","","","540","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSAA498-18","","27","1","1","","","","2019-02-04","2019-06-12","","3","","Pear","12.8","1.091","","","3","3","","","","","432","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSAA513-01","","28","1","1","","","","2019-02-04","2019-06-12","","4","","Pear","14.1","1.08","","","3","3","","","","","478","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSBB008-03","","29","1","1","","","","2019-02-04","2019-06-12","","3","","GC","12.3","1.085","","","3","4","GC","","","","417","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSBB058-01","","30","1","1","","","","2019-02-04","2019-06-12","","3","","","12.3","1.083","","","2","7","","","","","417","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSBB060-01","","31","1","1","","","","2019-02-04","2019-06-12","","3","","","12.3","1.083","","","3","5","","","","","416","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSBB067-02","","32","1","1","","","","2019-02-04","2019-06-12","","4","","Heat sprouts","14.6","1.073","","","3","5","yellow chip?","","","","494","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSBB131-1","","33","1","1","","","","2019-02-04","2019-06-12","","4","","Small","7.4","1.08","","","2","5","","","","","249","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSBB152-01","","34","1","1","","","","2019-02-04","2019-06-12","","2","","","17.7","1.086","","","2","7","","","","","600","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSBB166-01","","35","1","1","","","","2019-02-04","2019-06-12","","3","","Small","10.5","1.085","","","2","6","","","","","354","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSBB193-1","","36","1","1","","","","2019-02-04","2019-06-12","","2","","","14.1","1.087","","","2","7","","","","","477","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSBB230-1","","37","1","1","","","","2019-02-04","2019-06-12","","3","","","12.8","1.081","","","3","5","","","","","432","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSBB610-13","","38","1","1","","","","2019-02-04","2019-06-12","","3","","Small","11.4","1.083","","","2","7","","","","","386","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSBB611-03","","39","1","1","","","","2019-02-04","2019-06-12","","2","","Nematode damage","16.5","1.089","","","2","6","","","","","560","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSBB613-04","","40","1","1","","","","2019-02-04","2019-06-12","","2","","","13.8","1.095","","","2","5","nice ","","","","467","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSBB614-10","","41","1","1","","","","2019-02-04","2019-06-12","","4","","Pear","10.7","1.088","","","2","3","1 VD ","","","","363","","","","","","0.1","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSBB617-02","","42","1","1","","","","2019-02-04","2019-06-12","","3","","","11.4","1.085","","","2","6","1 HH ","","","","386","","","","","0.1","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSBB618-02","","43","1","1","","","","2019-02-04","2019-06-12","","3","","Stolons, points","17.2","1.085","","","2","7","1SED ","","","","581","","","","","","0.1","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSBB618-09","","44","1","1","","","","2019-02-04","2019-06-12","","4","","Pear","11.3","1.084","","","2","3","4 VD ","","","","381","","","","","","0.4","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSBB623-12","","45","1","1","","","","2019-02-04","2019-06-12","","3","","","7.7","1.091","","","3","6","","","","","261","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSBB625-02","","46","1","1","","","","2019-02-04","2019-06-12","","2","","","16.5","1.098","","","2","6","","","","","560","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSBB626-11","","47","1","1","","","","2019-02-04","2019-06-12","","2","","","12.3","1.093","","","2","7","2 VD ","","","","417","","","","","","0.2","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSBB631-04","","48","1","1","","","","2019-02-04","2019-06-12","","2","","","16.5","1.087","","","2","7","1 VD ","","","","557","","","","","","0.1","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSBB633-18","","49","1","1","","","","2019-02-04","2019-06-12","","3","","","11","1.083","","","2","7","","","","","371","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSBB636-11","","50","1","1","","","","2019-02-04","2019-06-12","","3","","","14.5","1.091","","","3","5","1 VD ","","","","489","","","","","","0.1","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSCC129-02","","51","1","1","","","","2019-02-04","2019-06-12","","3","","Small","10.4","1.096","","","2","7","3 IBS ","","","","351","","","","","","","","0.3","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSCC129-04","","52","1","1","","","","2019-02-04","2019-06-12","","","","Bad plot","4.1","","","","2","7","","","","","138","","","","","","","","","","","","",""
"2019","NCPT","CA","2019 NCPT CA","MSCC246-07","","53","1","1","","","","2019-02-04","2019-06-12","","3","","Pear","14.1","1.097","","","4","3","","","","","478","","","","","","","","","","","","",""
