"year","trial_group","trial_block","trial","variety","variety_tag","identifier","replicate","sample","is_check","partner_id","partner_location_id","date_planting","date_harvest","date_vinekill","breeder_merit_score","field_merit","field_comments","yield_total","specific_gravity","vine_maturity","tuber_flesh_color","tuber_shape","tuber_appearance","tuber_defects","tuber_flesh_oxidation","tuber_heat_sprouts","yield_no1","yield_total_cwt","yield_no1_percent","size_a","oversize","pickouts","hollow_heart","vascular_discoloration","size_b","heat_necrosis","brown_center","black_spot_bruise","plant_vigor","black_spot_bruise_per_tuber","disease_reaction"
"Trial Information","Trial Information","Trial Information","Trial Information","Trial Information","Trial Information","Trial Information","Trial Information","Trial Information","Trial Information","General","General","General","General","General","General","General","General","Growth Descriptors","Growth Descriptors","Growth Descriptors","Tuber Phenotypes","Tuber Phenotypes","Tuber Phenotypes","Tuber Phenotypes","Tuber Phenotypes","Tuber Phenotypes","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data"
"Year","Trial Group","Trial Block","Trial","Variety","Variety Tag","ID","REP","SPL","Check","Partner","Partner Location","Planting Date","Harvest Date","VineKill Date","Merit","Field Merit","Field Comments","Total Weight","Specific Gravity","Vine Maturity","Tuber Flesh&nbsp;Color","Tuber Shape","Tuber Appearance","Tuber Defects","Tuber Flesh&nbsp;Oxidation","Tuber Heat&nbsp;Sprouts","Yield No1","Yield Total","Yield No1 Percent","Size A","Oversize","Pickouts","Hollow Heart","Vascular Discoloration","Size B","Heat Necrosis","Brown Center","Black&nbsp;Spot Bruise","Plant Vigor","Black&nbsp;Spot Bruise Tuber","Disease Reaction"
"","","","","","","","","","","","","","","","1-4","1-4","","kg","1.###","1-9","1-12","1-5","1-9","","","","cwt/A","cwt/A","","","","","","","","","","","","",""
"","","","","","","","","","","",""," YYYY-MM-DD "," YYYY-MM-DD "," YYYY-MM-DD ","","","","3 digits and a tenth","SG=(air)/(air-water)","","","","","","","","US#1","","","1 7/8"" - 3.25""","> 3.25""","Pickouts / Culls","","","< 1 7/8""","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","A-24","","","","1","","","","","","","","","","8.8","1.098","","1","2","4","heavy net skin","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","ND071091C-2","","","","1","","","","","","","","","","11.2","1.102","","1","3","7","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MST117-3Y","","","","1","","","","","","","","","","11.9","1.081","","3","3","7","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MST184-3","","","","1","","","","","","","","","","9","1.102","","1","3","8","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MST186-1Y","","","","1","","","","","","","2","","","11.6","1.087","","2","3","8","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MST229-1","","","","1","","","","","","","2","","","6.6","","","1","2","8","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MST412-3","","","","1","","","","","","","","","","10.7","1.092","","1","2","8","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MST458-4","","","","1","","","","","","","","","","2.5","","","1","3","6","low set number?","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSW163-3","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSW293-1","","","","1","","","","","","","","","","8.2","1.087","","1","2","8","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSW450-1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","ND028792B-8","","","","1","","","","","","","","","","12.4","1.072","","1","2","7","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","ND060838C-3","","","","1","","","","","","","","","","17.3","1.092","","1","3","5","growth cracks few","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","ND071215CB-1","","","","1","","","","","","","","","","14.6","1.078","","1","3","6","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSS934-4","","","","1","","","","","","","","","","6.7","1.087","","1","2","7","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","ND071282CB-2","","","","1","","","","","","","","","","12.1","1.066","","1","3","5","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","ND071369b-6","","","","1","","","","","","","","","","13.7","1.085","","1","3","8","good yield","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","ND071401CB-1","","","","1","","","","","","","","","","13.4","1.079","","","2","8","few growth cracks","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","ND8316-1","","","","1","","","","","","","2","","","10.7","1.088","","1","3","6","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","ND8316-2","","","","1","","","","","","","","","","5.9","1.085","","1","3","6","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","NDA081453CAB-2C","","","","1","","","","","","","","","","11.4","1.089","","1","2","8","large number of tubers","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","NY148","","","","1","","","","","","","","","","9.1","1.097","","1","2","6","heavy net skin","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","NY148","","","","1","","","","","","","","","","11.5","1.097","","1","2","6","heavy net skin","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","Lady Liberty","","","","1","","","","","","","","","","12.4","1.092","","1","2","7","heavy net skin","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","Lady Liberty","","","","1","","","","","","","","","","11.5","1.085","","1","2","7","heavy net skin","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","NY153","","","","1","","","","","","","","","","6.2","1.09","","1","2","6","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MST096-2Y","","","","1","","","","","","","","","","14","1.081","","1","2","8","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSS428-2","","","","1","","","","","","","","","","8.6","1.088","","1","2","5","heavy net skin","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","NYH15-17","","","","1","","","","","","","","","","13.2","1.091","","1","3","6","heavy net skin","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSR128-4Y","","","","1","","","","","","","","","","8.4","","","2","2","8","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSQ492-2","","","","1","","","","","","","","","","13.1","1.089","","1","2","6","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSR036-5","","","","1","","","","","","","","","","9.3","1.102","","1","3","5","growth cracks","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSR036-5","","","","1","","","","","","","","","","10.6","1.104","","1","3","4","heat sprouts","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSR057-4","","","","1","","","","","","","2","","","12.9","1.086","","1","2","8","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSR057-4","","","","1","","","","","","","2","","","13.1","1.081","","1","2","8","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSR058-1","","","","1","","","","","","","","","","7.3","1.091","","1","2","7","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSR058-1","","","","1","","","","","","","","","","8.4","1.099","","1","2","7","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSR093-4","","","","1","","","","","","","","","","7.9","1.085","","1","4","5","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSR127-2","","","","1","","","","","","","2","","","15.9","1.093","","1","3","7","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSR127-2","","","","1","","","","","","","2","","","7.2","1.094","","1","3","7","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSR128-4Y","","","","1","","","","","","","","","","6.1","1.087","","2","2","8","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSR148-4","","","","1","","","","","","","","","","12.2","1.073","","1","2","7","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSS297-3","","","","1","","","","","","","","","","10.4","1.087","","1","2","5","heavy net skin","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSR148-4","","","","1","","","","","","","","","","14.2","1.074","","1","2","7","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSR157-1Y","","","","1","","","","","","","","","","8","1.093","","2","2","6","heavy net skin","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSR157-1Y","","","","1","","","","","","","","","","9.2","1.09","","2","2","5","heavy net skin","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSR159-02","","","","1","","","","","","","","","","12","1.103","","1","2","7","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSR159-02","","","","1","","","","","","","","","","11.8","1.099","","1","2","7","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSR169-8Y","","","","1","","","","","","","","","","10","1.099","","3","2","6","heavy net skin","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSR169-8Y","","","","1","","","","","","","2","","","6.8","1.099","","3","2","7","heavy net skin","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSS108-1","","","","1","","","","","","","","","","9.4","1.084","","3","2","8","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSS165-2Y","","","","1","","","","","","","","","","9.4","1.105","","2","2","5","heavy net skin","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSS165-2Y","","","","1","","","","","","","2","","","11.4","1.099","","2","2","5","heavy net skin","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSS206-2","","","","1","","","","","","","","","","9.7","1.087","","1","3","5","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSS297-3","","","","1","","","","","","","","","","9.3","1.092","","1","2","5","heavy net skin","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","NY153","","","","1","","","","","","","","","","6.2","","","1","2","7","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","NYH23-16","","","","1","","","","","","","2","","","13.8","1.09","","1","2","7","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","MSQ089-1","","","","1","","","","","","","2","","","12.1","1.094","","1","2","7","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","W8867-7","","","","1","","","","","","","","","","12.4","1.093","","1","3","5","","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","W8822-1","","","","1","","","","","","","","","","14.2","1.088","","3","3","5","heavy net skin","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","W8822-1","","","","1","","","","","","","","","","11.2","1.091","","3","3","5","pear shaped","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","W8822-2","","","","1","","","","","","","","","","18.3","1.095","","1","2","5","heavy net skin","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","W8822-2","","","","1","","","","","","","","","","","","","1","2","5","heavy net skin","","","","","","","","","","","","","","","","",""
"2012","NCPT","CA","2012 NCPT CA","W8822-3","","","","1","","","","","","","","","","8.9","1.096","","1","2","5","heavy net skin","","","","","","","","","","","","","","","","",""
