"year","trial_group","trial_block","trial","variety","variety_tag","identifier","replicate","sample","is_check","partner_id","partner_location_id","date_planting","date_harvest","date_vinekill","breeder_merit_score","field_merit","field_comments","yield_total","specific_gravity","vine_maturity","tuber_flesh_color","tuber_shape","tuber_appearance","tuber_defects","tuber_flesh_oxidation","tuber_heat_sprouts","yield_no1","yield_total_cwt","yield_no1_percent","size_a","oversize","pickouts","hollow_heart","vascular_discoloration","size_b","heat_necrosis","brown_center","black_spot_bruise","plant_vigor","black_spot_bruise_per_tuber","disease_reaction"
"Trial Information","Trial Information","Trial Information","Trial Information","Trial Information","Trial Information","Trial Information","Trial Information","Trial Information","Trial Information","General","General","General","General","General","General","General","General","Growth Descriptors","Growth Descriptors","Growth Descriptors","Tuber Phenotypes","Tuber Phenotypes","Tuber Phenotypes","Tuber Phenotypes","Tuber Phenotypes","Tuber Phenotypes","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data"
"Year","Trial Group","Trial Block","Trial","Variety","Variety Tag","ID","REP","SPL","Check","Partner","Partner Location","Planting Date","Harvest Date","VineKill Date","Merit","Field Merit","Field Comments","Total Weight","Specific Gravity","Vine Maturity","Tuber Flesh&nbsp;Color","Tuber Shape","Tuber Appearance","Tuber Defects","Tuber Flesh&nbsp;Oxidation","Tuber Heat&nbsp;Sprouts","Yield No1","Yield Total","Yield No1 Percent","Size A","Oversize","Pickouts","Hollow Heart","Vascular Discoloration","Size B","Heat Necrosis","Brown Center","Black&nbsp;Spot Bruise","Plant Vigor","Black&nbsp;Spot Bruise Tuber","Disease Reaction"
"","","","","","","","","","","","","","","","1-4","1-4","","kg","1.###","1-9","1-12","1-5","1-9","","","","cwt/A","cwt/A","","","","","","","","","","","","",""
"","","","","","","","","","","",""," YYYY-MM-DD "," YYYY-MM-DD "," YYYY-MM-DD ","","","","3 digits and a tenth","SG=(air)/(air-water)","","","","","","","","US#1","","","1 7/8"" - 3.25""","> 3.25""","Pickouts / Culls","","","< 1 7/8""","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","W9968-5","","","","1","","","","","","","3","","GC, pear","15.8","1.093","","1","3","5","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","BNC311-4","","","","1","","","","","","","1","","nice","12.3","1.092","","1","2","8","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","CO10032-8W","","","","1","","","","","","","4","","Variable","9.9","1.076","","1","2","8","50%( SER) stem end rot","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","CO10030-3W","","","","1","","","","","","","3","","very small","11.3","1.083","","1","2","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","BNC472-3","","","","1","","","","","","","2","","variable","12.9","1.092","","1","3","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","BNC469-7","","","","1","","","","","","","2","","variable","13","1.086","","1","2","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","BNC469-17","","","","1","","","","","","","4","","very very small","6.4","1.098","","1","3","5","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","BNC469-16","","","","1","","","","","","","3","","small","7.5","1.096","","1","2","4","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","BNC469-12","","","","1","","","","","","","4","","pear GC","5.1","1.096","","2","3","4","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","BNC311-4","","","","1","","","","","","","2","","nice","9.5","1.091","","1","2","8","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","B3172-8","","","","1","","","","","","","2","","variable","15","1.1","","2","2","4","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","CO10076-4W","","","","1","","","","","","","4","","Variable","13.9","1.074","","1","2","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","B3172-3","","","","1","","","","","","","3","","small","9.9","1.109","","2","2","5","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","B3172-12","","","","1","","","","","","","3","","small","14.4","1.103","","2","3","4","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","B3165-11","","","","1","","","","","","","3","","too small","10.5","1.1","","1","2","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","B3159-7","","","","1","","","","","","","4","","too small","7.1","1.098","","1","3","5","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","B3155-3","","","","1","","","","","","","3","","variable","9.8","1.098","","2","3","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","B3153-3","","","","1","","","","","","","4","","too small","13.4","1.098","","1","3","4","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","B3152A-3","","","","1","","","","","","","4","","purple/yellow","9.9","1.102","","1","3","4","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","B3147-3","","","","1","","","","","","","4","","small","9.8","1.09","","1","3","4","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","CO10073-7W","","","","1","","","","","","","3","","variable, small","12.7","1.079","","1","2","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","Lamoka","","","","1","","","","","","","4","","Pear","14","1.094","","1","3","4","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","B2904-2","","","","1","","","","","","","2","","variable","12.8","1.101","","1","2","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSV242-7","","","","1","","","","","","","3","","Variable, large","8.8","1.092","","1","2","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSV507-007","","","","1","","","","","","","2","","larger","14.6","1.082","","1","2","5","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSV507-003","","","","1","","","","","","","3","","very small","9","1.099","","1","2","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSV507-001","","","","1","","","","","","","2","","small, variable","11.3","1.094","","1","2","5","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSV498-1","","","","1","","","","","","","3","","GC","9.3","1.089","","1","2","5","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSV498-1","","","","1","","","","","","","3","","variable","9.9","1.089","","1","2","5","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSV434-04","","","","1","","","","","","","4","","nice, large","7.8","1.077","","1","2","8","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSV383-B","","","","1","","","","","","","3","","variable","9.8","1.086","","1","2","8","1 VD","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSV383-B","","","","1","","","","","","","2","","GC, variable","11.1","1.09","","1","2","8","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSV033-1","","","","1","","","","","","","2","","GC, good size","13.5","1.094","","1","2","7","1 VD","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","Lamoka","","","","1","","","","","","","3","","Pear","12.8","1.095","","1","3","4","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSV033-1","","","","1","","","","","","","1","","good size","13.9","1.092","","1","2","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSU383-A","","","","1","","","","","","","4","","variable, nice","10.8","1.06","","1","2","8","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSU383-A","","","","1","","","","","","","4","","nice","11.1","1.062","","1","2","8","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSU379-1","","","","1","","","","","","","3","","GC x-shape","10.1","1.091","","1","3","8","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSU379-1","","","","1","","","","","","","3","","x-shape","10.6","1.085","","1","3","8","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","Lamoka","","","","1","","","","","","","4","","Pear","11.6","1.096","","1","3","4","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","Lamoka","","","","1","","","","","","","3","","Pear","12.5","1.088","","1","3","4","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","Lamoka","","","","1","","","","","","","3","","Pear","12.7","1.097","","1","3","4","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","B3012-1","","","","1","","","","","","","3","","very good","13.2","1.084","","1","2","8","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","B2904-2","","","","1","","","","","","","2","","pear","12.8","1.099","","1","2","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSV507-198","","","","1","","","","","","","3","","variable","4.7","1.088","","1","3","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AF5563-2","","","","1","","","","","","","3","","Large","8.5","1.097","","1","3","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AF5677-6","","","","1","","","","","","","2","","variable","12.1","1.091","","2","3","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AF5665-2","","","","1","","","","","","","4","","potential","12.2","1.073","","1","2","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AF5648-3","","","","1","","","","","","","3","","small","9.5","1.104","","1","2","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AF5639-6","","","","1","","","","","","","3","","variable, larger","9.7","1.091","","1","2","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AF5635-8","","","","1","","","","","","","2","","small","10.9","1.086","","1","2","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AF5584-1","","","","1","","","","","","","3","","GC","11.7","1.077","","1","3","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AF5583-3","","","","1","","","","","","","2","","nice","9.7","1.102","","1","2","8","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AF5583-3","","","","1","","","","","","","1","","nice","12","1.105","","1","2","8","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AF5484-3","","","","1","","","","","","","3","","small, nice","9.7","1.102","","1","2","8","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AF5682-5","","","","1","","","","","","","4","","Pear","9.3","1.092","","2","3","5","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AF5484-3","","","","1","","","","","","","3","","GC, small","10.3","1.102","","1","2","8","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AF5445-2","","","","1","","","","","","","2","","small","14","1.096","","1","2","8","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AF5445-2","","","","1","","","","","","","2","","variable, small","15.5","1.096","","1","2","8","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AF5393-1","","","","1","","","","","","","3","","variable, small","7.3","1.094","","1","2","8","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AF5393-1","","","","1","","","","","","","3","","variable, small","7.7","1.095","","1","2","8","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AF5040-8","","","","1","","","","","","","4","","x-shape","9.8","1.097","","2","3","4","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AF5040-8","","","","1","","","","","","","3","","small","9.9","1.098","","2","3","4","","","","","","","","","","","","","","","","","",""
