"year","trial_group","trial_block","trial","variety","variety_tag","identifier","replicate","sample","is_check","partner_id","partner_location_id","date_planting","date_harvest","date_vinekill","breeder_merit_score","field_merit","field_comments","yield_total","specific_gravity","vine_maturity","tuber_flesh_color","tuber_shape","tuber_appearance","tuber_defects","tuber_flesh_oxidation","tuber_heat_sprouts","yield_no1","yield_total_cwt","yield_no1_percent","size_a","oversize","pickouts","hollow_heart","vascular_discoloration","size_b","heat_necrosis","brown_center","black_spot_bruise","plant_vigor","black_spot_bruise_per_tuber","disease_reaction"
"Trial Information","Trial Information","Trial Information","Trial Information","Trial Information","Trial Information","Trial Information","Trial Information","Trial Information","Trial Information","General","General","General","General","General","General","General","General","Growth Descriptors","Growth Descriptors","Growth Descriptors","Tuber Phenotypes","Tuber Phenotypes","Tuber Phenotypes","Tuber Phenotypes","Tuber Phenotypes","Tuber Phenotypes","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data"
"Year","Trial Group","Trial Block","Trial","Variety","Variety Tag","ID","REP","SPL","Check","Partner","Partner Location","Planting Date","Harvest Date","VineKill Date","Merit","Field Merit","Field Comments","Total Weight","Specific Gravity","Vine Maturity","Tuber Flesh&nbsp;Color","Tuber Shape","Tuber Appearance","Tuber Defects","Tuber Flesh&nbsp;Oxidation","Tuber Heat&nbsp;Sprouts","Yield No1","Yield Total","Yield No1 Percent","Size A","Oversize","Pickouts","Hollow Heart","Vascular Discoloration","Size B","Heat Necrosis","Brown Center","Black&nbsp;Spot Bruise","Plant Vigor","Black&nbsp;Spot Bruise Tuber","Disease Reaction"
"","","","","","","","","","","","","","","","1-4","1-4","","kg","1.###","1-9","1-12","1-5","1-9","","","","cwt/A","cwt/A","","","","","","","","","","","","",""
"","","","","","","","","","","",""," YYYY-MM-DD "," YYYY-MM-DD "," YYYY-MM-DD ","","","","3 digits and a tenth","SG=(air)/(air-water)","","","","","","","","US#1","","","1 7/8"" - 3.25""","> 3.25""","Pickouts / Culls","","","< 1 7/8""","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","A11516-1C","","","","1","","","","","2018-06-07 00:00:00","","3","","Mishapen","17.1","1.075","","1","3","7","","","","","577.9","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","Petoskey","","","","1","","","","","2018-06-07 00:00:00","","3","","","13.4","1.091","","1","3","6","","","","","451.9","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","CO11023-2W","","","","1","","","","","2018-06-07 00:00:00","","3","","","22.8","1.08","","1","3","6","","","","","771.6","","","","","0.2","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","CO11023-2W","","","","1","","","","","2018-06-07 00:00:00","","3","","","20.4","1.083","","1","3","6","","","","","688.6","","","","","0.1","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","CO11037-5W","","","","1","","","","","2018-06-07 00:00:00","","1","","","25.5","1.081","","1","2","8","","","","","862.6","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","CO11037-5W","","","","1","","","","","2018-06-07 00:00:00","","3","","","23.7","1.078","","1","2","8","","","","","801.1","","","","","0.1","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","COTX12235-2W","","","","1","","","","","2018-06-07 00:00:00","","4","","","14.1","1.068","","1","3","6","","","","","478","","","","","0.1","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","COTX12235-2W","","","","1","","","","","2018-06-07 00:00:00","","4","","","13.2","1.067","","1","3","6","","","","","447.6","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","COTX12428-1W","","","","1","","","","","2018-06-07 00:00:00","","4","","","14.1","1.066","","1","3","6","","","","","476.5","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","COTX12428-1W","","","","1","","","","","2018-06-07 00:00:00","","4","","","11","1.076","","1","3","6","","","","","372","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","Lamoka","","","","1","","","","","2018-06-07 00:00:00","","3","","","18.7","1.083","","1","3","6","","","","","632","","","","","0.2","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","Petoskey","","","","1","","","","","2018-06-07 00:00:00","","4","","","11","1.091","","1","3","6","","","","","370.4","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","CO10076-4W","","","","1","","","","","2018-06-07 00:00:00","","3","","","23.5","1.076","","1","3","7","","","","","793.1","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","MSV507-003","","","","1","","","","","2018-06-07 00:00:00","","3","","","14.6","1.094","","1","2","7","","","","","493.7","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","MSV507-003","","","","1","","","","","2018-06-07 00:00:00","","3","","","11.9","1.095","","1","3","6","","","","","401.2","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","MSV507-012","","","","1","","","","","2018-06-07 00:00:00","","2","","","19.3","1.082","","1","2","8","","","","","651.7","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","MSV507-012","","","","1","","","","","2018-06-07 00:00:00","","3","","","16","1.085","","1","2","8","","","","","540.1","","","","","0.1","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","MSW004-1","","","","1","","","","","2018-06-07 00:00:00","","3","","","25.1","1.085","","1","3","5","","","","","847.2","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","MSW004-1","","","","1","","","","","2018-06-07 00:00:00","","3","","","22.8","1.086","","1","3","5","","","","","770.7","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","MSX111-3","","","","1","","","","","2018-06-07 00:00:00","","1","","","26.5","1.086","","2","2","8","","","","","897.6","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","MSX111-3","","","","1","","","","","2018-06-07 00:00:00","","2","","","19.2","1.083","","2","2","7","","","","","648.6","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","MSX225-2","","","","1","","","","","2018-06-07 00:00:00","","3","","","15.6","1.079","","1","3","4","","","","","528.7","","","","","0.1","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","MSX225-2","","","","1","","","","","2018-06-07 00:00:00","","4","","","16.9","1.08","","1","3","4","","","","","571.8","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","CO10076-4W","","","","1","","","","","2018-06-07 00:00:00","","3","","","19.2","1.074","","1","3","7","","","","","648.6","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","CO10073-7W","","","","1","","","","","2018-06-07 00:00:00","","3","","","20.5","1.077","","1","3","7","","","","","693.8","","","","","","","","0.1","","","","",""
"2018","NCPT","CA","2018 NCPT CA","MSY041-1","","","","1","","","","","2018-06-07 00:00:00","","3","","","25.2","1.081","","1","3","7","","","","","851.5","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","B2904-2","","","","1","","","","","2018-06-07 00:00:00","","1","","","26.4","1.085","","1","3","7","","","","","893.6","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","AF5648-3","","","","1","","","","","2018-06-07 00:00:00","","3","","","14.1","1.087","","1","3","5","","","","","476.5","","","","","0.1","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","AF5648-3","","","","1","","","","","2018-06-07 00:00:00","","3","","","13.2","1.083","","1","3","5","","","","","445.7","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","AOR09034-3","","","","1","","","","","2018-06-07 00:00:00","","2","","","26.2","1.079","","1","2","7","","","","","885.3","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","AOR09034-3","","","","1","","","","","2018-06-07 00:00:00","","3","","","25.6","1.075","","1","2","7","","","","","866.9","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","AOR12197-4","","","","1","","","","","2018-06-07 00:00:00","","3","","","19.1","1.072","","3","2","7","","","","","647.4","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","AOR12197-4","","","","1","","","","","2018-06-07 00:00:00","","3","","","17.8","1.074","","3","2","7","","","","","602.5","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","AORTX09037-5W/Y","","","","1","","","","","2018-06-07 00:00:00","","3","","","12.8","1.076","","1","2","6","","","","","431.9","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","AORTX09037-5W/Y","","","","1","","","","","2018-06-07 00:00:00","","4","","","12.8","1.072","","2","2","6","","","","","431.9","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","AORTX09144-2W","","","","1","","","","","2018-06-07 00:00:00","","3","","","17.3","1.088","","1","3","6","","","","","585.6","","","","","0.2","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","AORTX09144-2W","","","","1","","","","","2018-06-07 00:00:00","","3","","","15.5","1.09","","1","3","6","","","","","522.6","","","","","0.3","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","B2904-2","","","","1","","","","","2018-06-07 00:00:00","","2","","","25.9","1.08","","1","3","7","","","","","876.1","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","CO10073-7W","","","","1","","","","","2018-06-07 00:00:00","","2","","","20.4","1.079","","1","3","7","","","","","688.6","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","B3012-1","","","","1","","","","","2018-06-07 00:00:00","","2","","","20.5","1.088","","1","3","6","","","","","694.7","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","B3012-1","","","","1","","","","","2018-06-07 00:00:00","","2","","","19.5","1.083","","1","3","6","","","","","660.9","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","B3183-6","","","","1","","","","","2018-06-07 00:00:00","","3","","","18","1.086","","1","4","5","","","","","610.2","","","","","0.1","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","B3183-6","","","","1","","","","","2018-06-07 00:00:00","","4","","","18.3","1.089","","1","4","5","","","","","617.9","","","","","0.2","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","BNC469-7","","","","1","","","","","2018-06-07 00:00:00","","2","","","21","1.079","","1","2","8","","","","","709.2","","","","","0.6","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","BNC469-7","","","","1","","","","","2018-06-07 00:00:00","","2","","","20.6","1.082","","1","2","7","","","","","697.8","","","","","0.1","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","BNC544-2","","","","1","","","","","2018-06-07 00:00:00","","2","","","19.6","1.096","","1","2","7","","","","","663.1","","","","","0.2","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","BNC544-2","","","","1","","","","","2018-06-07 00:00:00","","3","","","19.8","1.09","","1","3","6","","","","","670.1","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","BNC549-1","","","","1","","","","","2018-06-07 00:00:00","","2","","","19.5","1.087","","1","3","5","","","","","657.8","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","BNC549-1","","","","1","","","","","2018-06-07 00:00:00","","4","","","22","1.086","","1","3","5","","","","","743.9","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","MSY022-2","","","","1","","","","","2018-06-07 00:00:00","","3","","","16","1.081","","1","3","6","","","","","539.8","","","","","0.1","","","0.2","","","","",""
"2018","NCPT","CA","2018 NCPT CA","MSY041-1","","","","1","","","","","2018-06-07 00:00:00","","3","","","20.5","1.08","","1","3","7","","","","","693.2","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","AF5563-5","","","","1","","","","","2018-06-07 00:00:00","","3","","","14","1.083","","1","4","7","","","","","473.4","","","","","","","","","","","","",""
"2018","NCPT","CA","2018 NCPT CA","Atlantic","","","","1","1","","","","2018-06-07 00:00:00","","2","","","23.2","1.087","","1","3","7","","","","","783.9","","","","","0.1","","","","0.1","","","",""
"2018","NCPT","CA","2018 NCPT CA","NY165","","","","1","","","","","2018-06-07 00:00:00","","3","","","16.2","1.082","","1","3","6","","","","","547.2","","","","","","","","","","","","",""
