"year","trial_group","trial_block","trial","variety","variety_tag","identifier","replicate","sample","is_check","partner_id","partner_location_id","date_planting","date_harvest","date_vinekill","breeder_merit_score","field_merit","field_comments","yield_total","specific_gravity","vine_maturity","tuber_flesh_color","tuber_shape","tuber_appearance","tuber_defects","tuber_flesh_oxidation","tuber_heat_sprouts","yield_no1","yield_total_cwt","yield_no1_percent","size_a","oversize","pickouts","hollow_heart","vascular_discoloration","size_b","heat_necrosis","brown_center","black_spot_bruise","plant_vigor","black_spot_bruise_per_tuber","disease_reaction"
"Trial Information","Trial Information","Trial Information","Trial Information","Trial Information","Trial Information","Trial Information","Trial Information","Trial Information","Trial Information","General","General","General","General","General","General","General","General","Growth Descriptors","Growth Descriptors","Growth Descriptors","Tuber Phenotypes","Tuber Phenotypes","Tuber Phenotypes","Tuber Phenotypes","Tuber Phenotypes","Tuber Phenotypes","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data","Optional Data"
"Year","Trial Group","Trial Block","Trial","Variety","Variety Tag","ID","REP","SPL","Check","Partner","Partner Location","Planting Date","Harvest Date","VineKill Date","Merit","Field Merit","Field Comments","Total Weight","Specific Gravity","Vine Maturity","Tuber Flesh&nbsp;Color","Tuber Shape","Tuber Appearance","Tuber Defects","Tuber Flesh&nbsp;Oxidation","Tuber Heat&nbsp;Sprouts","Yield No1","Yield Total","Yield No1 Percent","Size A","Oversize","Pickouts","Hollow Heart","Vascular Discoloration","Size B","Heat Necrosis","Brown Center","Black&nbsp;Spot Bruise","Plant Vigor","Black&nbsp;Spot Bruise Tuber","Disease Reaction"
"","","","","","","","","","","","","","","","1-4","1-4","","kg","1.###","1-9","1-12","1-5","1-9","","","","cwt/A","cwt/A","","","","","","","","","","","","",""
"","","","","","","","","","","",""," YYYY-MM-DD "," YYYY-MM-DD "," YYYY-MM-DD ","","","","3 digits and a tenth","SG=(air)/(air-water)","","","","","","","","US#1","","","1 7/8"" - 3.25""","> 3.25""","Pickouts / Culls","","","< 1 7/8""","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","BNC544-2","","","","1","","","","","2017-06-11 00:00:00","","1","","Good yield; GC; small","41.8","1.091","","1","2","7","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","NYN11-4","","","","1","","","","","2017-06-11 00:00:00","","4","","Small","34","1.08","","1","3","6","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","MSZ246-1","","","","1","","","","","2017-06-11 00:00:00","","4","","","26.4","1.078","","1","2","5","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","MSZ269-18","","","","1","","","","","2017-06-11 00:00:00","","4","","Small; nice type","31","1.08","","2","2","7","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","NDAF113491C-6","","","","1","","","","","2017-06-11 00:00:00","","4","","GC; smooth","35.1","1.072","","1","3","7","1 IBS","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","NDAF12139C-2","","","","1","","","","","2017-06-11 00:00:00","","4","","Too long","46.4","1.067","","1","5","3","1 Pink inside","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","NDTX113467CB-1W","","","","1","","","","","2017-06-11 00:00:00","","4","","Small; heat sprouts","24.1","1.084","","1","3","5","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","NDTX12203AB-1W","","","","1","","","","","2017-06-11 00:00:00","","4","","Some small","34","1.087","","1","2","6","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","NDTX1246-3W/Y","","","","1","","","","","2017-06-11 00:00:00","","4","","Good yield; flat","36.4","1.083","","1","2","5","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","NYM15-3","","","","1","","","","","2017-06-11 00:00:00","","4","","Pointed","31.2","1.086","","1","2","4","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","NYM18-2","","","","1","","","","","2017-06-11 00:00:00","","4","","Flat","30.1","1.088","","1","3","6","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","NYN25-1","","","","1","","","","","2017-06-11 00:00:00","","4","","","45","1.078","","1","4","5","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","MSZ194-2","","","","1","","","","","2017-06-11 00:00:00","","4","","Low yield","18","1.075","","1","2","6","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","NYN40-7","","","","1","","","","","2017-06-11 00:00:00","","4","","Flat; pointed","23.1","1.086","","1","2","5","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","NYN44-7","","","","1","","","","","2017-06-11 00:00:00","","4","","","11.6","1.092","","1","3","6","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","NYN52-5","","","","1","","","","","2017-06-11 00:00:00","","4","","GC; good size; heat sprouts","42.1","1.086","","1","2","6","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","NYWN25-1","","","","1","","","","","2017-06-11 00:00:00","","4","","Small","15","1.09","","1","2","5","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","NYWN40-3","","","","1","","","","","2017-06-11 00:00:00","","4","","Flat","31","1.085","","1","3","5","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","TX13563-1W","","","","1","","","","","2017-06-11 00:00:00","","4","","Too small","18.1","1.088","","1","2","5","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","W12078-76","","","","1","","","","","2017-06-11 00:00:00","","4","","Flat; variable tuber size","25.1","1.091","","1","2","6","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","W12078-77","","","","1","","","","","2017-06-11 00:00:00","","4","","Flat; small; sticky stolons","22.1","1.093","","1","2","6","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","WAF13076-2","","","","1","","","","","2017-06-11 00:00:00","","4","","GC; pear shaped","40.1","1.088","","2","3","4","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","MSZ242-09","","","","1","","","","","2017-06-11 00:00:00","","4","","Small","25.1","1.084","","1","2","6","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","MSZ159-3","","","","1","","","","","2017-06-11 00:00:00","","4","","","40.4","1.078","","1","3","6","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","AF5563-2","","","","1","","","","","2017-06-11 00:00:00","","4","","Blocky","39.8","1.093","","1","3","5","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","MSV507-073","","","","1","","","","","2017-06-11 00:00:00","","4","","Low yield","28.1","1.098","","1","2","7","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","MSAFB618-2","","","","1","","","","","2017-06-11 00:00:00","","4","","Low yield; heat sprouts","19.8","1.092","","1","2","5","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","MSAFB618-3","","","","1","","","","","2017-06-11 00:00:00","","4","","Flat","22","1.079","","1","2","6","1 HH","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","MST437-01","","","","1","","","","","2017-06-11 00:00:00","","4","","V. Small","22.4","1.082","","1","2","4","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","MSV016-2","","","","1","","","","","2017-06-11 00:00:00","","4","","","31","1.085","","1","3","5","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","Petoskey","","","","1","","","","","2017-06-11 00:00:00","","4","","GC; smooth; pear shaped","24.4","1.087","","1","3","5","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","MSV177-1","","","","1","","","","","2017-06-11 00:00:00","","4","","V. Bad GC","28.6","1.083","","1","2","7","1 IBS","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","MSV505-2","","","","1","","","","","2017-06-11 00:00:00","","4","","GC; too long","37.8","1.064","","1","3","6","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","MSV507-001","","","","1","","","","","2017-06-11 00:00:00","","4","","GC; lots of smalls","31.6","1.089","","1","3","5","1 HH 1 IBS","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","MSV507-003","","","","1","","","","","2017-06-11 00:00:00","","4","","Flat; small","21.1","1.094","","1","2","6","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","MSW004-1","","","","1","","","","","2017-06-11 00:00:00","","4","","GC; heat sprouts","39.1","1.078","","1","3","5","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","MSZ157-3","","","","1","","","","","2017-06-11 00:00:00","","4","","","26.8","1.072","","1","3","5","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","MSW324-1","","","","1","","","","","2017-06-11 00:00:00","","4","","GC; lots of smalls","29.8","1.087","","1","2","6","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","MSW501-2","","","","1","","","","","2017-06-11 00:00:00","","4","","","20.6","1.08","","1","2","6","1 HH","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","MSX042-3","","","","1","","","","","2017-06-11 00:00:00","","4","","GC","24.8","1.079","","1","3","6","2 IBS","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","MSX277-1","","","","1","","","","","2017-06-11 00:00:00","","4","","GC; flat; good size ","33.6","1.083","","1","2","5","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","MSY022-2","","","","1","","","","","2017-06-11 00:00:00","","4","","GC; small; nice skin","29.1","1.081","","1","2","6","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","MSY041-1","","","","1","","","","","2017-06-11 00:00:00","","4","","MS; small","38.2","1.077","","1","2","6","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","MSZ013-3","","","","1","","","","","2017-06-11 00:00:00","","4","","V. Small","26.8","1.08","","1","2","5","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","MSZ118-1","","","","1","","","","","2017-06-11 00:00:00","","4","","Small","27.2","1.079","","1","2","6","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","MSZ154-1","","","","1","","","","","2017-06-11 00:00:00","","4","","","21.2","1.079","","1","3","4","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","AF5484-3","","","","1","","","","","2017-06-11 00:00:00","","4","","small","20.6","1.089","","1","2","7","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","AF5563-2","","","","1","","","","","2017-06-11 00:00:00","","4","","","37.4","1.088","","1","3","5","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","COTX12428-1W","","","","1","","","","","2017-06-11 00:00:00","","4","","Netting","16.8","1.083","","1","2","5","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","NY163","","","","1","","","","","2017-06-11 00:00:00","","4","","","21.1","1.085","","1","2","5","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","CO10073-7W","","","","1","","","","","2017-06-11 00:00:00","","4","","GC","31.2","1.08","","1","2","7","1 IBS","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","CO10073-7W","","","","1","","","","","2017-06-11 00:00:00","","4","","","27.6","1.078","","1","2","7","","","","","","","","","","","","","","","","","",""
"2017","NCPT","CA","2017 NCPT CA","MSZ251-1","","","","1","","","","","2017-06-11 00:00:00","","4","","Too long","24.1","1.09","","1","4","6","1 IBS","","","","","","","","","","","","","","","","",""
